2.232909249972587773e+00 3.450252695652672452e-01 1.876950780494243354e+00 6.944584474161555887e-01 1.125931733524232203e-01 4.111635286122998778e-01 -1.111565836400920382e-01 1.507441901056196798e-01 8.198045116116714492e-01 6.234258237102802136e-01 4.640444550199751106e+00 -2.845837563365878342e-01 -4.812104122693201119e-02 -4.812104122693201119e-02 2.147427173577548754e+00 -5.490918320828143129e-01 -2.626238118518977455e-02 -3.291655529895384236e-01 -6.339667875904929362e-02 1.338695580801599894e+00 3.130727635232170680e+00 -7.091967909248162449e-01 3.814825182878771148e+00 -4.019987720775135553e-01 -2.075459857501209260e-02 -2.613331535276143813e-01 -4.398912507027756269e-01 -2.600000000000000089e-01 1.091278933257297523e-01 -6.009964648192964720e-01 3.051820095756866968e-01 8.538239073222264608e-01 -2.659250477532138501e-01 3.764023736607600146e-01 3.901298856359219913e-01 8.491930292822634785e-01 8.114571963205275962e-01
-1.677956582091212900e-01 2.909039315961509109e-01 2.004451029463153677e+00 -1.589265729716601294e-01 -2.355209858048276095e-01 1.969760160328691279e-01 5.159693253949989566e-01 4.062537373278035102e-01 4.599736759603794550e-02 1.869642381341002010e-02 -6.219696873347467792e-01 3.083386608721959132e-01 -2.232725088206929942e-01 -2.232725088206929942e-01 -9.562133866196097509e-01 7.651144975095608425e-01 4.526069948936955328e-02 -3.291655529895384236e-01 -2.098282775326701724e-02 9.144620794799944719e-01 1.507584666330358925e+00 2.521411739200155377e+00 2.076192792651343488e+00 -4.019987720775135553e-01 -2.075459857501209260e-02 -2.613331535276143813e-01 9.408061257970232738e-01 5.819999999999999396e+00 -1.284784063690553590e-01 9.057099572300021384e-01 -3.484361526651549301e-01 4.537514132170100134e-01 9.786474840408915243e-02 -2.180671983989219270e-02 -6.422874236317018815e-01 4.280125860340727173e-01 1.134997660079359871e+00
4.295027059804113811e+00 6.118456929685645029e-01 9.157950574978445113e-01 -6.646362146829585260e-01 2.131655296464477711e+00 3.193688803639725404e-01 -3.703158709700506979e-01 7.013011718329872912e-02 3.544951410101510714e+00 1.674003746077223076e-01 -6.219696873347467792e-01 -2.845837563365878342e-01 -5.443835327425883275e-01 -5.443835327425883275e-01 -2.344365121551542364e-01 1.904093316489619880e+00 -9.778546185974909544e-02 -3.291655529895384236e-01 -2.237766066951720201e-01 4.138305959288626212e-01 1.298967544935455187e+00 4.991630598699973165e-01 1.043879810953808995e+00 -4.019987720775135553e-01 -7.858537324519155112e-03 -2.613331535276143813e-01 5.875547435734439911e-02 5.819999999999999396e+00 2.819324749219371817e-01 1.319242755374062590e-02 1.994496598014329769e-01 4.695917046794800265e-01 1.998798764270367512e-01 4.375679653531271973e-01 2.679313397084827630e-01 2.356715858161926302e-01 4.628360764563589913e-01
-1.922718339934717802e-01 6.338951269559822688e-01 2.329331471547410951e-02 4.795464409205268952e-02 -6.532579767935285942e-01 -3.537918734570955626e-01 -2.061157118220616480e-01 -2.444500869216206518e-01 2.098268488680978372e+00 8.412616216290741411e-02 2.470528473039775574e-01 -2.389743396282198173e-01 -1.648886862894392569e-01 -1.648886862894392569e-01 -2.344365121551542364e-01 -5.490918320828143129e-01 -2.408316232088677511e-01 -3.291655529895384236e-01 -4.529666744133153400e-01 7.657107140801516776e-01 -3.241754239663564574e-01 -2.274120246079164853e-01 1.641534695094486906e+00 -4.019987720775135553e-01 -4.654672107599787390e-02 -2.613331535276143813e-01 -3.257565558556814178e-01 -2.600000000000000089e-01 -9.247745186984562826e-02 -2.977892901034933093e-01 1.064532521590782377e+00 9.647059475595171074e-01 5.983163198374161773e-01 8.450573555243451329e-01 3.772975800970024274e-01 8.593314856190491513e-01 7.612958841098551588e-01
-1.453591637401333292e-01 -7.552192142513338702e-01 -9.439922279428898666e-02 -3.327642623099190677e-01 4.607073325096738281e-01 2.247056493578849068e+00 1.079789148975443425e+00 -3.804284225693286836e-01 1.469287342067727709e-01 5.877368755196451522e-01 2.953318770061289511e-01 -5.653667279474792334e-02 -1.157413669320751737e+00 -1.157413669320751737e+00 -9.562133866196097509e-01 7.125462443258657741e-01 -3.123547038834270650e-01 5.520773376402415833e-01 -2.256153574613186386e-01 9.364826743579165447e-01 1.146320870744062193e+00 1.616311231604814935e+00 2.633098480146066844e+00 -4.019987720775135553e-01 2.500626876853394021e-01 -2.613331535276143813e-01 3.745650668954202955e-01 2.299999999999999822e+00 -3.948854696632083661e-01 1.471696683366167990e+00 -4.926166296300466541e-01 1.087082712574883203e+00 8.054142477755094065e-02 -6.963155551233060070e-01 4.551663432536279252e-01 8.845327913704884581e-01 1.230304153279635937e+00
-6.410017233732304698e-01 -8.438623933118616360e-01 4.781259336334144766e-02 -9.426328501123228953e-01 -6.532579767935285942e-01 4.398493561899007726e-02 -5.087979329020898556e-01 2.371495038987969095e-01 -3.240843099766562707e-01 4.248905594049991186e-02 -6.219696873347467792e-01 -8.694295060032661282e-02 5.357171840856046474e-01 5.357171840856046474e-01 -9.562133866196097509e-01 -5.490918320828143129e-01 -2.626238118518977455e-02 -3.291655529895384236e-01 -4.206455220572712372e-01 3.927088008418756493e-01 -3.597929812776814451e-01 -2.320895466109931249e-01 -2.016236292378011802e-03 -4.019987720775135553e-01 -1.239230885789554398e-01 -2.613331535276143813e-01 -1.706220191703108624e-01 2.299999999999999822e+00 1.513165118794914221e+00 -3.895288968123772899e-01 -7.905896153574893948e-01 5.120661145301735884e-01 -6.605118636910289887e-01 -7.916495118300297396e-01 -7.154147045748167344e-02 4.569796041391752106e-01 6.233522755305086482e-01
-4.676288115674145929e-01 -8.227038455461579414e-01 1.900244095209717432e-01 -6.266934003229375494e-02 -8.621264722878790865e-01 -1.118747275526491336e+00 -7.857620567661678379e-01 5.825391094366723088e-01 1.055311033703385970e+00 5.282552952019203829e-01 1.164354411644853204e+00 -4.366151453644812053e-01 -1.011454112992617560e+00 -1.011454112992617560e+00 -1.803032465703201526e-01 -5.490918320828143129e-01 -9.778546185974909544e-02 -3.291655529895384236e-01 -4.020537087551219746e-01 1.771467680137093659e+00 2.406172705417974345e-01 -8.022275063193415878e-01 3.375604024239165502e-01 -4.019987720775135553e-01 -2.399876398333917749e-01 -2.613331535276143813e-01 -5.008369615434569155e-01 -1.000000000000000194e-01 1.883299932239910213e-01 -6.538633568210263647e-01 -3.772722480581333082e-01 1.328892471625864102e+00 -1.253354494465892977e+00 -6.440084284346608845e-01 -5.900080822626477955e-02 1.133359476893318840e+00 1.313070318427244754e+00
-3.330098447534869943e-01 2.105014500864764715e-01 2.329331471547410951e-02 -5.324621037811420043e-01 4.297034152097299609e-02 1.665690388006108913e+00 3.042896021560250741e-01 -3.581900576252401436e-01 4.160790451687321201e-01 5.041993331619657598e-02 1.985097916581426425e+00 1.715104107470920014e-01 5.941010066168583847e-01 5.941010066168583847e-01 -2.344365121551542364e-01 -5.490918320828143129e-01 -2.408316232088677511e-01 -3.291655529895384236e-01 -1.182323127183554784e-01 -1.600530705835211120e-01 3.525581649488189195e-01 7.413547546959681211e-01 -1.559930184102980080e-02 -4.019987720775135553e-01 5.662176892794543864e-02 -2.613331535276143813e-01 4.161189606504304139e-01 -2.600000000000000089e-01 6.779429744132454694e-01 4.827748212161638297e-01 -1.754195803072852999e-01 8.241573105698202228e-02 9.678805572035648064e-01 2.923491184822107555e-02 -8.962335553505014485e-02 -3.719772473387321365e-02 3.600053864244819879e-01
-7.397031770244451299e-02 6.343405700668393044e-01 -3.346881535433887667e-01 7.547988023930719548e-01 -6.532579767935285942e-01 1.237315362847247080e+00 -1.368746808560420691e-01 1.692761608923601668e-01 3.824352562984872916e-01 2.387782709889922916e-01 -6.219696873347467792e-01 1.259009940387239845e-01 -7.731295249255887292e-02 -7.731295249255887292e-02 6.136513153405809273e-01 -5.490918320828143129e-01 -1.693085425343084371e-01 -3.291655529895384236e-01 6.584706953699051568e-02 9.301910758213676189e-01 -5.327925453612600837e-01 1.706483461330793316e+00 8.808830243699875551e-01 -4.019987720775135553e-01 -1.884033948314200735e-01 -2.613331535276143813e-01 4.508900469560548352e+00 -2.600000000000000089e-01 -4.207611557095162352e-02 4.597062945821368984e+00 -1.201503974707446992e-02 8.343389470276838527e-01 -6.682111186361573418e-01 3.342192069763689211e-01 4.402925345607895391e-01 1.250965570400034199e+00 7.838684746046582497e-01
-2.881368558155110726e-01 2.744225364944448131e-01 4.156017730813512667e-01 1.334368136426842266e-01 3.910845006782238120e-01 1.298511795012798675e+00 4.747585475004020061e+00 -3.118601306583889676e-01 6.169166941980614993e+00 3.775686250636837160e-01 2.323051124496485986e+00 -1.325523673086945464e-01 -6.027673552738418428e-01 -6.027673552738418428e-01 -9.562133866196097509e-01 -5.490918320828143129e-01 4.526069948936955328e-02 -3.291655529895384236e-01 2.581911895675765845e+00 4.515801871481578411e-01 2.049997132304723912e-01 -2.814633899768025915e-01 1.609805502914434527e-01 1.212809854742328414e-01 9.530995267942424243e-02 -2.613331535276143813e-01 -1.578788250854410713e-01 -2.600000000000000089e-01 4.979382019171962326e-01 -3.211129189277859286e-01 -2.138677074979228876e-01 8.581694740066209137e-01 -7.663766191865405419e-01 -9.351810320335687821e-02 1.538988063967199060e-01 7.767754840195072452e-01 7.913926714362584658e-01
